,epoch,acc,iou,dice,sens,spec
0,0,0.972742978283154,0.5412124391264652,0.6984163324388686,0.6108406054717238,0.9928486625994405
1,1,0.9765664749248053,0.6046580890173553,0.7531373971892942,0.6799600858201262,0.9930446000509364
2,2,0.9782007548116869,0.6308961449771799,0.7732907431100005,0.7069270556331962,0.9932715059608541
3,3,0.9793551987217318,0.6490788805869318,0.7868781374987736,0.7245378423762577,0.9935117149224846
4,4,0.9805657741844013,0.6680858603087805,0.8006685485122025,0.7419339146024437,0.9938230972777131
5,5,0.9811771342190363,0.6777701874574026,0.8075575953529727,0.7509270060446954,0.9939687963454954
6,6,0.9820174513965525,0.6911159699322075,0.817105039793958,0.7634873060129022,0.994158007765329
7,7,0.9824254890923859,0.6976454469465441,0.8215735756581829,0.7692082178208136,0.9942708864647855
8,8,0.9830359592232653,0.7073347107056649,0.8283320777518774,0.7779421146197986,0.9944300549004668
9,9,0.9834815289384575,0.7143028410532142,0.8330714100150651,0.7835255983055279,0.9945901811763804
10,10,0.9839729862187498,0.7221302079257145,0.8383470078309377,0.7900476423642968,0.994746615489324
11,11,0.9842530017898928,0.7266865696317406,0.8414576015164775,0.7943295064151928,0.9948043054149996
12,12,0.9843800503720519,0.7286860631999149,0.8427814479156207,0.7958682656929057,0.9948529165278199
13,13,0.9847895983726748,0.7353275434304309,0.8472114794997758,0.801620448789289,0.994965656149772
14,14,0.9851571625919753,0.7410722121756564,0.8510797530092219,0.8061018230453614,0.9951046692427769
15,15,0.9854406701621189,0.7457273060916573,0.8540856325498192,0.8100442716511347,0.995184907028752
16,16,0.9855954714359776,0.7481532936455101,0.8557126743178214,0.8120095463850165,0.9952391261054624
17,17,0.9857769009246621,0.7510714066284959,0.8576177765605271,0.814237275110778,0.9953068690274351
18,18,0.9859082496935322,0.7533299573647079,0.8590634824127279,0.8164327843214876,0.9953235483938648
19,19,0.9860165526149094,0.7550310845016152,0.8601778197673059,0.8176606762152846,0.9953696506638681
20,20,0.986192653256078,0.7578400354231557,0.8620270346441576,0.8198636363270462,0.9954331440310324
21,21,0.9864728306570361,0.7624133761211108,0.8650039514546753,0.8237745393347996,0.9955116145072445
22,22,0.9863728528381676,0.7608073180721652,0.8639284247352231,0.8224127234951142,0.995481740402919
23,23,0.9866264648334955,0.7648927588616649,0.8665834027592854,0.8256935387529353,0.9955671785339233
24,24,0.9868028369001163,0.7678071151497543,0.8684454002688008,0.8280872263575113,0.9956203644634575
25,25,0.986868740089478,0.7687930676244921,0.869109719991684,0.8287289536768391,0.9956542737381433
26,26,0.987020726806374,0.7713121268697964,0.8707003795331524,0.8307879871578627,0.9957003151216814
27,27,0.9872097590918182,0.7744399100862523,0.8727101052320132,0.8333762679048764,0.9957560653327614
28,28,0.9872373701423727,0.7748530612837884,0.8729740640809459,0.8336027274208684,0.9957726251694464
29,29,0.9873021200139035,0.7759047512726117,0.8736723690263687,0.8345544568953975,0.9957880999452324
30,30,0.9875284917252038,0.7796358350784548,0.8760244295161258,0.8375557930238785,0.9958603071269169
31,31,0.9875196984378241,0.7794689930254414,0.8759119770219249,0.8372847944177607,0.9958660839706339
32,32,0.9877599817450329,0.7834431474567741,0.8784176989268231,0.8405154084646573,0.9959402286237286
33,33,0.987794448932012,0.784043570359548,0.8788071829144672,0.8411160377405023,0.9959432447469363
34,34,0.9879081576101242,0.7859240033293283,0.8800018070846476,0.8426757317076448,0.9959766150161784
35,35,0.988146601505177,0.7898280463551962,0.8824302486834987,0.8455696006615957,0.9960675383767774
36,36,0.9881912857614538,0.7906048147268193,0.882898477456903,0.8463005462000447,0.9960740971308882
37,37,0.9882052550392766,0.7908484397395965,0.883062534114366,0.8465091243226041,0.9960772555361512
38,38,0.9882943870559815,0.7923245135174003,0.8839938800822023,0.8477630576779766,0.9961016751745696
