,epoch,acc,iou,dice,sens,spec
57,57,0.9909531600693221,0.837352980689336,0.9113429513990238,0.8838696641627178,0.9969022387778887
58,58,0.9912254412968954,0.8419727481180622,0.9140716621311762,0.887187746744002,0.9970053069053157
59,59,0.9912880473239447,0.8430681097251113,0.9147155116642675,0.8881011257568995,0.997020647250196
60,60,0.991414126369261,0.8451792477600036,0.9159736522743779,0.8895056449597881,0.9970757025544361
61,61,0.9913767374330952,0.8445905027210071,0.9156300794052822,0.889431137391316,0.9970403746251137
62,62,0.9913808503138122,0.844631546767809,0.915662539101416,0.889371135061787,0.9970480500049489
63,63,0.9914377405438372,0.8456402113360744,0.9162416536641377,0.8902065699459404,0.99706168985495
64,64,0.9915681204167746,0.8478415414530743,0.9175428164902554,0.891705957631911,0.9971160108363757
65,65,0.9915491030100854,0.8475225893079593,0.9173502930069483,0.8914878986855989,0.9971080524947054
66,66,0.9918019173927205,0.851850160027063,0.9198845751503463,0.8946601959966844,0.9971986722241166
67,67,0.9918477511213671,0.8526354220605665,0.9203437297574936,0.8952070527499721,0.9972166726666112
68,68,0.991924175812352,0.853927216702892,0.9211137297973838,0.8961482765854046,0.9972450499252606
69,69,0.9918041282123135,0.8518737533720591,0.9199156234020828,0.8947195332216961,0.9971977103781956
70,70,0.9918311956108258,0.852375129057515,0.9201802830862743,0.8951178915718551,0.9972041497627894
71,71,0.9918529434550193,0.8527308888332819,0.9204054180011955,0.8953893612469396,0.9972120249463666
72,72,0.9920675397239705,0.8564260776645394,0.922558944712403,0.8981289717779365,0.9972863436065694
73,73,0.9919679254613897,0.8547065636163117,0.9215656626288609,0.8968712847719911,0.9972510671102872
74,74,0.9920113951929154,0.8554669806072789,0.9219998630785173,0.8974826053906513,0.9972629870778771
75,75,0.9921678293456313,0.8581347223571552,0.9235610095083072,0.8993333115052151,0.9973252973248882
76,76,0.9923503975714406,0.8612652063690206,0.9253826506676213,0.9015753624900695,0.997393448186177
77,77,0.9922219610983326,0.8590926867659374,0.9241154072105243,0.900197103779803,0.9973344474389989
78,78,0.9921088580803205,0.8571517092566336,0.92298723757267,0.8988047774120044,0.9972924125450914
79,79,0.9920345333314711,0.8559078367487076,0.9222604601934392,0.8980844713026478,0.9972539754003606
80,80,0.9923793316207906,0.8617902853155649,0.9256810688523835,0.9020508050277669,0.9973975769294205
81,81,0.9924867619429866,0.8636312795582638,0.9267417647505319,0.9033011664305964,0.9974415092378535
82,82,0.992418588649842,0.8624764054372747,0.9260799343227059,0.9026595378114332,0.9974051952682516
83,83,0.9925586754275907,0.8648835172255834,0.9274704188749354,0.9043019928278462,0.9974618155148721
84,84,0.992407469018813,0.8622996377688582,0.925967530217222,0.9025225536797636,0.9974010689284212
85,85,0.9925297151009241,0.8644059061683634,0.9271857115209744,0.9040407870085009,0.997445759754027
86,86,0.9925977693450067,0.865570657035356,0.9278648178423604,0.9048564621517735,0.9974722782129882
87,87,0.992585878218374,0.8653743278275254,0.9277481159535788,0.9047294725333491,0.9974667824083759
88,88,0.9926171305999961,0.8659271972794687,0.9280679759479338,0.9052465691040921,0.9974710441404774
89,89,0.9927620201982478,0.8684225148090752,0.9294986907512911,0.9069156851819766,0.9975312544453528
90,90,0.9926681034667517,0.8667952687509598,0.928569505772283,0.9057626277208328,0.9974961803164534
91,91,0.9927609854487962,0.8683920177400754,0.9294851314957424,0.9067939313188675,0.9975369263400313
92,92,0.9928124736073196,0.8693048984453242,0.9300116789276882,0.9076205025757512,0.9975453544688481
93,93,0.9927567459883229,0.8683621944278799,0.9294666010205463,0.9070699966402465,0.9975171137240625
94,94,0.9928950484721891,0.870731899815221,0.9308266553186602,0.9085739468054105,0.9975795470258241
95,95,0.9929108949758674,0.8709908964172486,0.9309882222003835,0.908803074750849,0.9975835432608923
96,96,0.992839436537476,0.8697717787437541,0.9302738246417814,0.9079199255474152,0.9975571819851475
97,97,0.9929599157905066,0.8718668052586176,0.9314780107108496,0.9094904571451167,0.9975970994721177
98,98,0.9930802721490142,0.8739450790228382,0.9326672001231101,0.9108762938168741,0.9976471523123402
99,99,0.9931133999939887,0.8745140282697575,0.9329939133697941,0.9112555354192693,0.9976610539741414
100,100,0.9932058402287063,0.8761171060864643,0.9339081494398015,0.9123430369041299,0.9976982104201471
101,101,0.9930908508518691,0.8741436469298537,0.9327825181266313,0.91115405194221,0.9976428875359156
102,102,0.9930721364354574,0.8738209353659743,0.9325978586109736,0.9109399951593851,0.9976350285353199
103,103,0.9931789229633987,0.8756772228466567,0.9336563726907136,0.9122264849883254,0.9976762754301871
104,104,0.9932017883946819,0.8760785811370418,0.9338835561147301,0.9125294779898018,0.9976835758775793
105,105,0.9930825090856963,0.8740252805973894,0.9327123346187736,0.9112196319526241,0.9976304410606303
106,106,0.9933194949101376,0.8781207094910324,0.935050430957989,0.9139472430431714,0.9977290591885967
107,107,0.9932676198021058,0.8772617192358099,0.9345509747984588,0.9135481875429872,0.9976964687467903
108,108,0.9931472549515385,0.8751367191153188,0.9333496654546389,0.911942298854551,0.997658634378064
109,109,0.9933118464485291,0.8780039918999518,0.934979633458199,0.9139490816541898,0.9977208821363347
110,110,0.9934000461011805,0.8795350333375316,0.9358515588827031,0.9150047661155782,0.9977553329801047
111,111,0.9934553056955338,0.8804921706517538,0.9363959793762494,0.9156227829635785,0.9977793291371356
112,112,0.9933213035586059,0.8781869896957951,0.9350807702028623,0.9141684544663276,0.997718676764478
113,113,0.9934233265217914,0.8799511719775456,0.9360848128475169,0.9153170571211846,0.997762559242146
114,114,0.9934795361052278,0.8809328694497386,0.9366465718835912,0.9160734886123288,0.9977798641368907
115,115,0.9934964993948577,0.8812308255382764,0.9368118717465349,0.9162719377907373,0.9977867467108593
116,116,0.9935378070159625,0.8819617058641167,0.9372223907260484,0.9168111423971832,0.9978003924892794
117,117,0.9935785621725103,0.8826612315831646,0.9376215803366835,0.9172493163295972,0.9978190706942671
118,118,0.9936813478187848,0.8844448230279389,0.9386324582881825,0.9183945567697607,0.9978639414554001
119,119,0.9936564053579043,0.8840286750947276,0.9383927021295794,0.9182258757852739,0.9978469836135064
120,120,0.9936462373182338,0.8838471983389188,0.9382907171403209,0.9180627726418997,0.9978453129209498
121,121,0.9934479252945992,0.880404106231146,0.9363320021219151,0.9157366840749659,0.997765209726108
122,122,0.9935328691236435,0.8818831812309963,0.9371780434282877,0.9168148032760107,0.997794978881395
123,123,0.9937435832395348,0.8855583678971055,0.939256495205305,0.919318810746234,0.9978782882293066
124,124,0.9936104762938714,0.8832520720779254,0.9379488442854215,0.9178204265653446,0.9978210259509342
125,125,0.9936101322853437,0.8832481173417901,0.9379504021777901,0.917862799859816,0.9978183099339085
126,126,0.9936464778197709,0.8838742011657326,0.9382993923400038,0.9181856485784695,0.9978387405474981
127,127,0.993736483877705,0.8854507534734665,0.9391929928653984,0.9193552049898333,0.9978687705532197
128,128,0.9938474912797252,0.8873808398362129,0.9402836243952474,0.9205953639040712,0.9979170443870689
129,129,0.9939173291767797,0.888599728224098,0.940971381721958,0.9213922525285393,0.997946493888414
130,130,0.9939278000465004,0.8887915981392707,0.9410770072411465,0.9215782497839261,0.9979472115475644
131,131,0.9939189215180695,0.888642341859879,0.9409896191409839,0.9214882360350701,0.997942845026652
132,132,0.9938422159482074,0.8872942285191628,0.940235209721391,0.9205815040616578,0.9979122495779427
133,133,0.9937909565946107,0.8864124229838771,0.9397350567322905,0.9200617640569646,0.9978870143813472
134,134,0.9938511904529346,0.887467422953216,0.9403294227136079,0.9208016065500115,0.9979094943051697
135,135,0.9939677058368601,0.8894934277701122,0.9414748964450692,0.9221084428730831,0.9979598812198126
136,136,0.9939218942196139,0.8886920885052733,0.9410215483237339,0.9215475191031733,0.9979426884843458
137,137,0.9939432873200345,0.8890695347580858,0.9412327330279094,0.9218143259966245,0.9979504447790885
138,138,0.993862868637167,0.8876651583179351,0.9404468919320773,0.9209186683098475,0.9979153192171486
139,139,0.9940594550101988,0.891120667419126,0.9423828802762493,0.9233055473655782,0.9979902206249135
140,140,0.9939649007333222,0.8894684726512561,0.9414472791456407,0.9221360834055049,0.9979553837930003
141,141,0.9939167446667149,0.8886371669910287,0.9409796460982291,0.921670794326772,0.9979304003138696
142,142,0.9938439167635416,0.8873752320325503,0.9402700220384905,0.9209327367685174,0.997894531135918
143,143,0.9941426597295269,0.8925831713663634,0.9432018511397864,0.924292527059073,0.9980232140389822
144,144,0.9941097334507973,0.8920144651846219,0.9428770631872198,0.9239436059549291,0.9980078462951927
145,145,0.994068300691984,0.8912757809764595,0.9424678527860231,0.9233994666607149,0.9979943399147321
146,146,0.994179471045412,0.8932318938996202,0.9435636462062917,0.9247448228059276,0.9980369450584534
147,147,0.9942268117140698,0.8940664502561734,0.9440320414561097,0.9253480181258212,0.9980534052336087
148,148,0.9942313487170845,0.8941418315454196,0.9440784162731581,0.925399284369202,0.9980553467107075
149,149,0.9941048860870382,0.8919450711178524,0.9428346173096729,0.9239771516733272,0.9980008661426524
150,150,0.9941811479868428,0.8932691344650843,0.9435817898922069,0.9248146161597263,0.9980348382265337
151,151,0.9942163046329252,0.8938908402317314,0.9439352055390676,0.9253106535442414,0.9980443876276734
152,152,0.9942807310050533,0.8950256013101147,0.9445641825916946,0.9260394570007119,0.9980719059064824
153,153,0.9942296023971291,0.8941363942238593,0.944066340083717,0.9255051040841688,0.9980476205387423
154,154,0.9942974262340094,0.8953270258442048,0.944728936399183,0.9262582058868101,0.9980773749530957
155,155,0.9941917395079007,0.8934676185730965,0.9436947994975633,0.9250651365646752,0.998032102341293
156,156,0.9943420141935349,0.8961104837156111,0.945171897449801,0.926841387985855,0.9980920433036743
157,157,0.9942702021329634,0.8948515214586771,0.9444633355384232,0.9259643993710959,0.998064963727869
158,158,0.9941994062354488,0.8936062511256946,0.9437711822089329,0.9251688255738186,0.9980344309281277
159,159,0.9943290040377648,0.8958882256861656,0.9450416633839248,0.9266747659252536,0.998087566065532
160,160,0.9944215171760128,0.8975174725055695,0.9459519418337012,0.9277924597263336,0.9981231234406912
161,161,0.9943806271078766,0.8968005675461984,0.945555093307649,0.92736153817305,0.998103904147302
162,162,0.994426056422213,0.8975929393563219,0.9459960701004151,0.9278064682599036,0.9981271392235191
163,163,0.9944003463111898,0.8971454943380048,0.9457459031574188,0.9275539313913673,0.9981140294062194
164,164,0.9943510904427497,0.8962701307509535,0.9452622542458196,0.9269524822312016,0.9980954505423064
165,165,0.9944102626333955,0.897321504610841,0.9458458798546945,0.9277140482138562,0.9981156017190667
166,166,0.9944297942102597,0.8976686178676544,0.9460382823662091,0.9279554736229682,0.9981228060299351
167,167,0.9943061323576076,0.8954925444177402,0.944823300806425,0.9265056249275002,0.9980728206455066
168,168,0.994421324262055,0.8975200704348985,0.9459559931870429,0.9278647712161464,0.998118905130253
169,169,0.9944135745366415,0.8973908810525812,0.945883642761938,0.9278492597482537,0.9981115852953285
170,170,0.994514764476848,0.8991695988562799,0.9468747420657065,0.9290029552354607,0.9981543035596929
171,171,0.9945316768141204,0.8994634970221468,0.9470373999367478,0.9291488300728542,0.9981640484384311
172,172,0.9945643275014816,0.900048148087276,0.947363570012072,0.9296190530382177,0.9981723906852866
173,173,0.9945682646125875,0.9001155864166958,0.9473955626449277,0.9295814743926448,0.9981786355536472
174,174,0.9945660103713313,0.9000791889685457,0.9473769172865857,0.9296085903401016,0.9981747474721683
175,175,0.9944727855023517,0.8984393398928386,0.946461294447222,0.9285070226397566,0.9981375416760804
176,176,0.9944867517358513,0.8986823342500194,0.9466025912633507,0.9287138776753538,0.9981407941349091
177,177,0.9945092258914825,0.8990915170920792,0.9468234054824357,0.9290226388682601,0.9981473631435825
178,178,0.9944667154422371,0.8983362136028146,0.9464069308452708,0.9285103032986323,0.9981309550423776
179,179,0.9946397701578755,0.9013857586729911,0.9481015242235635,0.9305067882742933,0.9982027058960289
180,180,0.9945481143971925,0.8997786581836721,0.9472091406263331,0.9295320328204862,0.9981601116477802
181,181,0.9946405983740284,0.9014085097018109,0.9481113860684056,0.9305618493467249,0.9982005213537524
182,182,0.9945721301019833,0.9002020408709844,0.9474451489025547,0.9298234798254505,0.9981692691323578
183,183,0.9947375115207446,0.9031187087617895,0.9490618591987958,0.9316801013805533,0.998240694884331
184,184,0.9946576970559294,0.9017165351298547,0.9482813447072942,0.930815524631931,0.9982044780126182
185,185,0.9946989077393726,0.9024430455700043,0.9486866678281497,0.9313034139653688,0.99822087393653
186,186,0.9946792805066673,0.9020981740566992,0.9484970691383526,0.9311110867607978,0.9982108392061726
187,187,0.9945868107900825,0.9004562090161026,0.9475834992944553,0.92990670008685,0.9981801428141133
188,188,0.9945804749124794,0.9003448386987051,0.947524397283472,0.9298840243649739,0.998174715907343
189,189,0.9947839443401624,0.9039523620759288,0.9495185756234712,0.9323002622332625,0.9982552521972246
190,190,0.9947697912813515,0.9036980373885042,0.9493818531433741,0.9321528857433667,0.9982485005291559
191,191,0.9945166684607024,0.8992362767457962,0.946897734076746,0.9291845928597194,0.9981462231246374
192,192,0.9947226215754786,0.9028652443360257,0.9489197042039645,0.9315923801673356,0.9982298498833051
193,193,0.9947481655305431,0.9033215218974698,0.9491726374754341,0.9319501120236612,0.9982369396314826
194,194,0.9947169248455314,0.9027726272101043,0.9488663311286639,0.9315906625281098,0.9982239339620836
195,195,0.9947612665353283,0.9035515951853926,0.9493030711848248,0.9321098181829658,0.9982418946681484
196,196,0.9948801744368768,0.9056613567054913,0.9504648804344157,0.9334800833015031,0.9982912827243087
197,197,0.9948095783431042,0.9044099722498207,0.9497743002189103,0.9326528360446295,0.9982627239278568
198,198,0.9948399392186954,0.9049475849956594,0.950070658197967,0.9330035888700074,0.9982752833635576
199,199,0.9949268216407428,0.9064902221002886,0.9509199634995512,0.9340142192699576,0.998310849070549
