,epoch,acc,iou,dice,sens,spec
0,0,0.9489368881269168,0.2041477927993182,0.3211839268665,0.24035458627247042,0.9883025661912016
1,1,0.9638732945726763,0.401721625078109,0.5715046013875674,0.46020411339498335,0.991854910728752
2,2,0.9678996073943312,0.4689277498632349,0.6372155769057172,0.5374703429719453,0.9918123397134966
3,3,0.9705335653276854,0.5103273613638776,0.6746936603899925,0.5821177597327899,0.9921122142063674
4,4,0.9715181842286099,0.5250037550445525,0.687424772849647,0.5967220607944714,0.992340182905556
5,5,0.9733151508274899,0.5518221823919204,0.7102459757238306,0.6225890438723308,0.9927999273102771
6,6,0.9740909453361265,0.5640381763699234,0.7204794210772361,0.6355319293916867,0.9928997708584673
7,7,0.9749636980154182,0.5784128035909386,0.7321563379098011,0.6511883823781885,0.992951208064633
8,8,0.9757796966580934,0.5921630679920156,0.7430461959172321,0.6664437851918641,0.9929650195183293
9,9,0.9762487876158888,0.5999801692462736,0.7492170607851397,0.6750563541727681,0.9929816942381603
10,10,0.9769210381213055,0.6107765340035961,0.7576080245035951,0.6863777150389969,0.993062329708889
11,11,0.9772734100459725,0.6167055086422992,0.762047942767861,0.6927104670834797,0.9930824549287878
12,12,0.9778409879053792,0.6262318179492028,0.769421701469729,0.7033931289308815,0.9930880838824857
13,13,0.9779700135351509,0.6284782716663935,0.7709177530580952,0.7056030193644185,0.9931015053423502
14,14,0.9787208508419735,0.6400348327012473,0.7797830192953028,0.7169259403662015,0.9932650052091127
15,15,0.9792547078542811,0.6481466416710167,0.7857996247788911,0.7239520444023994,0.9934381815374539
16,16,0.9794718115240015,0.6515648994714983,0.7882218775890206,0.7270513364384251,0.9934951648596795
17,17,0.9795810956788319,0.6533196489977581,0.7895773759772701,0.7288713221267987,0.9935094081265952
18,18,0.9799021299808256,0.6581241908252881,0.7931352464422103,0.7331374170639182,0.9936112750281569
19,19,0.9802330551288461,0.6633151489239867,0.7969223515641305,0.7380761257422868,0.9936862102439327
20,20,0.9803055926997174,0.6647614407283003,0.797870875846955,0.7397164361130807,0.9936716481242128
21,21,0.9809014403050945,0.6738525116315452,0.8045354862046498,0.747677822106628,0.9938583003897821
22,22,0.9808893927963831,0.6733814799977887,0.8040978940584327,0.746577184527151,0.9939067302852549
