,epoch,train_loss,val_loss
0,0,1.688544123,1.646602404
1,1,1.437666416,1.345541899
2,2,1.246889713,1.233310429
3,3,1.142113195,1.132403865
4,4,1.097675576,1.08139303
5,5,1.024018979,1.011491259
6,6,0.982655572,1.009014582
7,7,0.940582948,0.999474513
8,8,0.906171491,0.926146462
9,9,0.886097187,0.940830001
10,10,0.860152963,0.88210763
11,11,0.846649741,0.859129163
12,12,0.823844283,0.851178336
13,13,0.817962043,0.86901003
14,14,0.795497687,0.80797826
15,15,0.7738223,0.812977315
16,16,0.765942578,0.774852343
17,17,0.759564934,0.800234072
18,18,0.74783229,0.81537913
19,19,0.736112308,0.773575909
20,20,0.732910506,0.757844429
21,21,0.713232185,0.783931495
22,22,0.712813802,0.741833345
23,23,0.694663793,0.713380121
24,24,0.685039329,0.787081146
25,25,0.690875452,0.745882375
26,26,0.669050529,0.713275882
27,27,0.669307458,0.68116102
28,28,0.665305457,0.708352759
29,29,0.655251096,0.691107526
30,30,0.665310153,0.781898241
31,31,0.652440934,0.672196427
32,32,0.638639227,0.676514252
33,33,0.637105419,0.673351617
34,34,0.614119235,0.668292701
35,35,0.622871179,0.671804597
36,36,0.610299055,0.667067998
37,37,0.597362607,0.62746117
38,38,0.610061874,0.658632143
39,39,0.591234276,0.643156071
40,40,0.590850029,0.658936294
41,41,0.583666877,0.613919477
42,42,0.573768584,0.607997179
43,43,0.584498822,0.624250726
44,44,0.592356149,0.611117922
45,45,0.562499127,0.590074026
46,46,0.557216992,0.598071715
47,47,0.566137255,0.60477001
48,48,0.552342744,0.591869889
49,49,0.547146691,0.64798761
50,50,0.584645229,0.576223542
51,51,0.539525903,0.557236463
52,52,0.537523849,0.63025492
53,53,0.563089898,0.611118497
54,54,0.536783006,0.612776005
55,55,0.530181991,0.562138298
56,56,0.536335299,0.566798848
57,57,0.523347743,0.626041838
58,58,0.536324724,0.584697077
59,59,0.531265744,0.551768328
60,60,0.518393103,0.577922491
61,61,0.541476547,0.618905751
62,62,0.529938193,0.566735963
63,63,0.546690264,0.559889283
64,64,0.517962563,0.576401399
65,65,0.520909657,0.599583934
66,66,0.518789926,0.577131105
67,67,0.516200267,0.573398374
68,68,0.583594943,0.566149619
69,69,0.528771933,0.540411644
70,70,0.529061592,0.554983991
71,71,0.509949085,0.571804087
72,72,0.51250697,0.565429656
73,73,0.534877676,0.55261742
74,74,0.514127855,0.553460105
75,75,0.531527871,0.579032521
76,76,0.513318496,0.553325911
77,77,0.516134664,0.726067731
78,78,0.583580949,0.582366228
79,79,0.559373072,0.577361913
80,80,0.506717636,0.546909826
81,81,0.502026633,0.544158699
82,82,0.502227806,0.607732899
83,83,0.510157748,0.545665149
84,84,0.514924247,0.553591072
85,85,0.513343093,0.548578729
86,86,0.549262154,0.543585225
87,87,0.536192462,0.556279117
88,88,0.518460923,0.550446116
89,89,0.53968065,0.678564858
90,90,0.536802703,0.532252777
91,91,0.503374204,0.559263661
92,92,0.526877563,0.555227803
93,93,0.575113653,0.590527075
94,94,0.621104203,0.810124279
95,95,0.655123033,0.749444315
96,96,0.591731133,0.603845068
97,97,0.56312344,0.634568938
98,98,0.552064661,0.592796468
99,99,0.545646239,0.62661302
100,100,0.529208617,0.557524105
101,101,0.525163015,0.55287483
102,102,0.521642892,0.552776073
103,103,0.517842694,0.538543947
104,104,0.510225002,0.552354268
105,105,0.502669042,0.567537818
106,106,0.502559797,0.548730075
107,107,0.499169418,0.556379288
108,108,0.492637566,0.55303862
109,109,0.492567058,0.531667032
110,110,0.485525261,0.525580396
111,111,0.497800896,0.529919877
112,112,0.480809143,0.543121429
113,113,0.483262489,0.546356296
114,114,0.47957397,0.525557371
115,115,0.47602143,0.532253815
116,116,0.469341604,0.528332883
117,117,0.481005625,0.524251638
118,118,0.470060847,0.497135438
119,119,0.465483788,0.499828129
120,120,0.469577867,0.510001912
121,121,0.464313261,0.499113127
122,122,0.461851538,0.514825636
123,123,0.459729295,0.512110734
124,124,0.457066409,0.517297122
125,125,0.459695162,0.516887815
126,126,0.45983359,0.496859188
127,127,0.455861829,0.522011136
128,128,0.452246475,0.511976445
129,129,0.453199059,0.504520426
130,130,0.45162354,0.498970971
131,131,0.443523603,0.514123261
132,132,0.449668358,0.511687437
133,133,0.447013439,0.508445221
134,134,0.457948478,0.4949201
135,135,0.447950295,0.493996675
136,136,0.440960911,0.513085154
137,137,0.442579162,0.490240391
138,138,0.439066707,0.515619248
139,139,0.440008971,0.512738157
140,140,0.435943974,0.500019462
141,141,0.439565641,0.496743982
142,142,0.436888932,0.507920276
143,143,0.433846702,0.481567702
144,144,0.435920443,0.50975788
145,145,0.434455869,0.48955325
146,146,0.436875525,0.504217578
147,147,0.431869602,0.504598153
148,148,0.440575487,0.510481741
149,149,0.429929736,0.49051388
150,150,0.425667225,0.47688158
151,151,0.430944304,0.511230455
152,152,0.429966041,0.502893574
153,153,0.425352937,0.493756059
154,154,0.428667302,0.503818698
155,155,0.427651308,0.489510892
156,156,0.425244024,0.483239038
157,157,0.424928226,0.478945111
158,158,0.435018072,0.480681811
159,159,0.419681338,0.495921661
160,160,0.420109871,0.491517932
161,161,0.423116043,0.529028615
162,162,0.422024265,0.490676468
163,163,0.417660999,0.509289414
164,164,0.4220109,0.479382372
165,165,0.417443761,0.502698132
166,166,0.418327463,0.490524432
167,167,0.417697355,0.502792154
168,168,0.425622124,0.504356169
169,169,0.422968189,0.487810776
170,170,0.415389495,0.514328638
171,171,0.414392083,0.484743829
172,172,0.410965656,0.503879718
173,173,0.414756046,0.515346509
174,174,0.41557201,0.488085389
175,175,0.41170085,0.484506779
176,176,0.410266436,0.497240872
177,177,0.418175775,0.496452684
178,178,0.414268933,0.478272551
179,179,0.413022977,0.489275074
180,180,0.403878056,0.469516709
181,181,0.41239746,0.481803926
182,182,0.40972751,0.476659069
183,183,0.410185404,0.471015626
184,184,0.405706865,0.474632181
185,185,0.407814591,0.505244175
186,186,0.4074138,0.489276525
187,187,0.407686453,0.481352237
188,188,0.405581962,0.508489421
189,189,0.419336364,0.479066167
190,190,0.404370224,0.487332078
191,191,0.40660765,0.468866783
192,192,0.403419437,0.492791557
193,193,0.419636348,0.4923677
194,194,0.401449742,0.489094203
195,195,0.396497135,0.499299747
196,196,0.397497996,0.488189861
197,197,0.403978347,0.505250184
198,198,0.401675611,0.499847326
199,199,0.404057261,0.480634383
