,epoch,train_loss,val_loss
0,0,1.0735297052450077,1.043590299666874
1,1,0.8567446579215348,0.8961104145125737
2,2,0.7762200359695701,0.8459401669956389
3,3,0.7312121630035421,0.750873895864638
4,4,0.6876214526353344,0.7181845146512228
5,5,0.6710611851785773,0.6752972162905193
6,6,0.633320470570877,0.6297597308007498
7,7,0.6130887347684112,0.6410220620178041
8,8,0.5958006468511396,0.6110129834167541
9,9,0.5769896594587193,0.5798081523842282
10,10,0.5646207331809946,0.6108664477628375
11,11,0.550781261856838,0.5908752443298461
12,12,0.5361951909238293,0.5632652980940682
13,13,0.5237513919190694,0.5612643791569604
14,14,0.5200352000613366,0.6042135906597924
15,15,0.5154109638865276,0.5210914876725938
16,16,0.49970519270307273,0.5198480084774986
17,17,0.4884977099555795,0.5059107201439994
18,18,0.4753995245342614,0.5015599103201003
19,19,0.4718895981548935,0.49504472433574614
20,20,0.46214769211828066,0.5011848939789666
21,21,0.45084235040090415,0.48833024549105813
22,22,0.44505898157755536,0.4751086722290705
23,23,0.4372413522934401,0.49672106996415155
24,24,0.4316860545546778,0.4692910701509506
25,25,0.42460920813904013,0.4552770219151936
26,26,0.41761402337140935,0.46926542690822054
27,27,0.41283518708841777,0.46637931891850065
28,28,0.41049725145742455,0.44566380977630615
29,29,0.39842447358113464,0.4422041523078131
30,30,0.39744324549551935,0.45166358540928553
31,31,0.3922615704196756,0.4367687844094776
32,32,0.386524400643764,0.4351653414113181
33,33,0.38428517599259654,0.42615478947049096
34,34,0.3799933847640791,0.43292375405629474
35,35,0.3746789130632595,0.4322311381498973
36,36,0.36788032147833094,0.42437237028091673
37,37,0.36781489300311254,0.4278086456987593
38,38,0.3594963220498895,0.42287919682169717
39,39,0.354335667385209,0.42733337812953526
40,40,0.35644820937386124,0.41848675646479166
41,41,0.3525376817391765,0.42532631754875183
42,42,0.3483852162476509,0.4242528516148764
43,43,0.3432495065674346,0.4330278748557681
44,44,0.3447138846561473,0.4305905586197263
45,45,0.3383613716690771,0.42061384377025424
46,46,0.33193902435001504,0.40749761556822156
47,47,0.33347375098095144,0.4199912212197743
48,48,0.32972201941314566,0.411713995630779
49,49,0.3297553617226821,0.41739277659900603
50,50,0.3265967597403834,0.41353610678324626
51,51,0.32044145541005237,0.40245914695754886
52,52,0.317366847908625,0.40038846480467966
53,53,0.3178351147360699,0.40269124697125147
54,54,0.3114800307779543,0.39693258537186515
55,55,0.30872144634204524,0.4106356525231922
56,56,0.3101230323394781,0.4076720438306294
57,57,0.3123123052139436,0.3997125005911267
58,58,0.3035343261736055,0.40350238955210127
59,59,0.3000963587033492,0.39551266460191636
60,60,0.296824654183721,0.40202087826199
61,61,0.2972454661803861,0.40367082187107634
62,62,0.2974205768557005,0.4054136739836799
63,63,0.29557326908714027,0.3869349568609207
64,64,0.29083184297046355,0.39902028488734415
65,65,0.29174611577263443,0.39916230146847076
66,66,0.28334712040840937,0.39302381139899056
